season,game_id,date,time,home_team,away_team,stadium,status,broadcast,doubleheader_no,note
2025,2025-0747,2025-09-21,17:00,기아,NC,광주기아챔피언스필드,SCHEDULED,,,
2025,2025-0748,2025-09-23,18:30,SSG,기아,인천SSG랜더스필드,SCHEDULED,,,
2025,2025-0749,2025-09-23,18:30,KT,키움,수원KT위즈파크,SCHEDULED,,,
2025,2025-0750,2025-09-23,18:30,삼성,두산,대구삼성라이온즈파크,SCHEDULED,,,
2025,2025-0751,2025-09-23,18:30,롯데,NC,사직야구장,SCHEDULED,,,
2025,2025-0752,2025-09-24,18:30,키움,기아,고척스카이돔,SCHEDULED,,,
2025,2025-0753,2025-09-24,18:30,SSG,한화,인천SSG랜더스필드,SCHEDULED,,,
2025,2025-0754,2025-09-24,18:30,NC,LG,창원NC파크,SCHEDULED,,,
2025,2025-0755,2025-09-25,18:30,두산,한화,잠실야구장,SCHEDULED,,,
2025,2025-0756,2025-09-25,18:30,SSG,KT,인천SSG랜더스필드,SCHEDULED,,,
2025,2025-0757,2025-09-25,18:30,롯데,LG,사직야구장,SCHEDULED,,,
2025,2025-0758,2025-09-26,18:30,두산,NC,잠실야구장,SCHEDULED,,,
2025,2025-0759,2025-09-26,18:30,SSG,KT,인천SSG랜더스필드,SCHEDULED,,,
2025,2025-0760,2025-09-26,18:30,한화,LG,대전 한화생명 볼 파크,SCHEDULED,,,
2025,2025-0761,2025-09-26,18:30,롯데,삼성,사직야구장,SCHEDULED,,,
2025,2025-0762,2025-09-27,17:00,두산,SSG,잠실야구장,SCHEDULED,,,
2025,2025-0763,2025-09-27,17:00,한화,LG,대전 한화생명 볼 파크,SCHEDULED,,,
2025,2025-0764,2025-09-27,17:00,기아,NC,광주기아챔피언스필드,SCHEDULED,,,
2025,2025-0765,2025-09-28,17:00,두산,롯데,잠실야구장,SCHEDULED,,,
2025,2025-0766,2025-09-28,17:00,키움,삼성,고척스카이돔,SCHEDULED,,,
2025,2025-0767,2025-09-28,17:00,한화,LG,대전 한화생명 볼 파크,SCHEDULED,,,
2025,2025-0768,2025-09-28,17:00,기아,NC,광주기아챔피언스필드,SCHEDULED,,,
2025,2025-0769,2025-09-30,18:30,LG,두산,잠실야구장,SCHEDULED,,,
2025,2025-0770,2025-09-30,18:30,키움,SSG,고척스카이돔,SCHEDULED,,,
2025,2025-0771,2025-09-30,18:30,한화,롯데,대전 한화생명 볼 파크,SCHEDULED,,,
2025,2025-0772,2025-09-30,18:30,삼성,기아,대구삼성라이온즈파크,SCHEDULED,,,
2025,2025-0773,2025-09-30,18:30,NC,KT,창원NC파크,SCHEDULED,,,
